date,state,deathIncrease,positiveIncrease,negativeIncrease,hospitalizedIncrease
2020-04-15,RI,7,307,1577,0
2020-04-15,SC,10,103,758,0
2020-04-15,SD,0,180,383,6
2020-04-15,TN,11,256,1809,30
2020-04-15,TX,46,868,4475,0
2020-04-15,UT,1,130,1008,8
2020-04-15,VA,41,329,1077,1048
2020-04-15,VI,0,0,5,0
2020-04-15,VT,1,9,422,0
2020-04-15,WA,9,328,4170,0
2020-04-15,WI,12,207,1329,42
2020-04-15,WV,1,62,556,0
2020-04-15,WY,1,10,353,0
2020-04-14,AK,1,8,510,0
2020-04-14,AL,11,142,3793,36
2020-04-14,AR,0,70,257,0
2020-04-14,AS,0,0,0,0
2020-04-14,AZ,9,104,645,49
2020-04-14,CA,71,990,10336,0
2020-04-14,CO,4,7,1201,21
2020-04-14,CT,69,608,924,0
2020-04-14,DC,14,103,247,0
2020-04-14,DE,7,136,348,0
2020-04-14,FL,54,766,6207,227
2020-04-14,GA,37,908,3866,180
2020-04-14,GU,0,0,41,0
2020-04-14,HI,0,5,571,0
2020-04-14,IA,6,189,0,0
2020-04-14,ID,6,27,206,3
2020-04-14,IL,74,1222,3626,0
2020-04-14,IN,38,291,1187,0
2020-04-14,KS,7,50,233,18
2020-04-14,KY,7,85,732,6
2020-04-14,LA,129,502,9829,0
2020-04-14,MA,118,1315,3320,131
2020-04-14,MD,37,536,1446,147
2020-04-14,ME,1,36,0,0
2020-04-14,MI,141,911,3612,0
2020-04-14,MN,9,153,1038,44
2020-04-14,MO,19,298,2252,0
2020-04-14,MP,0,2,0,0
2020-04-14,MS,13,145,6749,47
2020-04-14,MT,0,5,131,3
2020-04-14,NC,22,208,1443,0
2020-04-14,ND,1,10,125,2
2020-04-14,NE,1,57,328,0
2020-04-14,NH,0,35,368,0
2020-04-14,NJ,411,4240,6065,0
2020-04-14,NM,5,100,1355,181
2020-04-14,NV,8,117,1080,0
2020-04-14,NY,778,7177,13609,1717
2020-04-14,OH,50,305,2584,123
2020-04-14,OK,9,115,5295,31
2020-04-14,OR,2,49,1193,12
2020-04-14,PA,60,1146,2693,0
2020-04-14,PR,0,20,324,0
2020-04-14,RI,7,267,1559,0
2020-04-14,SC,15,234,2213,179
2020-04-14,SD,0,120,174,1
2020-04-14,TN,15,213,2423,54
2020-04-14,TX,31,718,12523,0
2020-04-14,UT,1,49,640,12
2020-04-14,VA,5,424,938,0
2020-04-14,VI,0,0,4,0
2020-04-14,VT,1,9,216,0
2020-04-14,WA,16,302,4356,0
2020-04-14,WI,16,166,1228,56
2020-04-14,WV,0,14,369,0
2020-04-14,WY,0,10,0,2
2020-04-13,AK,0,5,-213,1
2020-04-13,AL,6,209,7390,20
2020-04-13,AR,3,130,952,0
2020-04-13,AS,0,0,0,0
2020-04-13,AZ,7,163,1075,48
2020-04-13,CA,36,554,0,0
2020-04-13,CO,30,791,1870,96
2020-04-13,CT,48,1346,1743,0
2020-04-13,DC,3,80,214,0
2020-04-13,DE,5,146,571,0
2020-04-13,FL,18,1246,12208,61
2020-04-13,GA,31,863,1705,84
2020-04-13,GU,0,0,77,0
2020-04-13,HI,1,13,863,0
2020-04-13,IA,2,123,981,0
2020-04-13,ID,0,19,554,1
2020-04-13,IL,74,1173,3860,0
2020-04-13,IN,7,308,1742,0
2020-04-13,KS,6,39,572,11
2020-04-13,KY,3,123,1176,208
2020-04-13,LA,44,421,3625,0
2020-04-13,MA,155,1413,4037,971
2020-04-13,MD,49,711,1276,115
2020-04-13,ME,0,65,5520,4
2020-04-13,MI,142,1036,2508,0
2020-04-13,MN,0,148,637,0
2020-04-13,MO,4,228,0,0
2020-04-13,MP,0,0,0,0
2020-04-13,MS,2,161,9410,1
2020-04-13,MT,1,7,178,0
2020-04-13,NC,5,296,953,0
2020-04-13,ND,0,23,408,1
2020-04-13,NE,0,23,258,0
2020-04-13,NH,0,56,226,6
2020-04-13,NJ,164,2734,0,0
2020-04-13,NM,6,71,1752,0
2020-04-13,NV,5,135,718,0
2020-04-13,NY,671,6337,10419,2017
2020-04-13,OH,21,371,1498,85
2020-04-13,OK,3,99,0,11
2020-04-13,OR,1,57,1306,10
2020-04-13,PA,17,1366,3536,0
2020-04-13,PR,1,6,141,0
2020-04-13,RI,10,187,853,331
2020-04-13,SC,0,0,0,0
2020-04-13,SD,0,138,311,1
2020-04-13,TN,8,302,5216,12
2020-04-13,TX,16,422,8271,0
2020-04-13,UT,0,60,1493,6
2020-04-13,VA,8,473,943,0
2020-04-13,VI,0,0,23,0
2020-04-13,VT,1,7,551,0
2020-04-13,WA,17,371,4215,0
2020-04-13,WI,10,116,853,19
2020-04-13,WV,1,15,383,164
2020-04-13,WY,1,9,491,1
2020-04-12,AK,0,15,291,0
2020-04-12,AL,2,334,0,35
2020-04-12,AR,3,54,1090,0
2020-04-12,AS,0,0,0,0
2020-04-12,AZ,7,146,1433,37
2020-04-12,CA,42,1179,15930,0
2020-04-12,CO,24,383,1837,64
2020-04-12,CT,60,525,864,0
2020-04-12,DC,3,97,504,0
2020-04-12,DE,5,0,0,0
2020-04-12,FL,27,861,8959,111
2020-04-12,GA,5,293,2445,26
2020-04-12,GU,0,0,0,0
2020-04-12,HI,0,21,416,1
2020-04-12,IA,7,77,383,0
2020-04-12,ID,2,11,533,3
2020-04-12,IL,43,1672,6914,0
2020-04-12,IN,13,493,2781,0
2020-04-12,KS,1,69,841,5
2020-04-12,KY,4,147,132,0
2020-04-12,LA,34,581,6549,0
2020-04-12,MA,110,2615,5348,7
2020-04-12,MD,37,531,1995,151
2020-04-12,ME,0,17,0,6
2020-04-12,MI,168,686,2314,0
2020-04-12,MN,6,58,1132,21
2020-04-12,MO,1,136,1892,0
2020-04-12,MP,0,0,0,0
2020-04-12,MS,3,139,0,20
2020-04-12,MT,0,10,322,1
2020-04-12,NC,1,208,1538,0
2020-04-12,ND,1,15,255,3
2020-04-12,NE,0,91,615,0
2020-04-12,NH,1,44,388,12
2020-04-12,NJ,240,3699,2843,0
2020-04-12,NM,1,83,1511,0
2020-04-12,NV,3,136,888,0
2020-04-12,NY,758,8236,12385,2622
2020-04-12,OH,6,354,2418,89
2020-04-12,OK,2,102,0,0
2020-04-12,OR,4,156,2378,21
2020-04-12,PA,13,1178,3559,0
2020-04-12,PR,2,109,236,0
2020-04-12,RI,7,289,1448,0
2020-04-12,SC,2,112,1220,0
2020-04-12,SD,0,104,445,10
2020-04-12,TN,0,194,3655,11
2020-04-12,TX,17,923,3077,0
2020-04-12,UT,0,97,1591,5
2020-04-12,VA,11,197,1789,0
2020-04-12,VI,0,0,0,0
2020-04-12,VT,2,21,661,0
2020-04-12,WA,15,89,1392,0
2020-04-12,WI,7,142,1236,24
2020-04-12,WV,3,34,771,0
2020-04-12,WY,0,21,0,3
2020-04-11,AK,1,11,289,3
2020-04-11,AL,11,223,0,34
2020-04-11,AR,1,55,1403,0
2020-04-11,AS,0,0,0,0
2020-04-11,AZ,11,281,2515,42
2020-04-11,CA,68,1143,7213,0
2020-04-11,CO,0,0,0,0
2020-04-11,CT,46,972,2571,0
2020-04-11,DC,9,118,566,0
2020-04-11,DE,7,153,-791,0
2020-04-11,FL,48,963,9140,174
2020-04-11,GA,12,676,4892,128
2020-04-11,GU,1,3,31,0
2020-04-11,HI,2,23,1359,1
2020-04-11,IA,3,122,1057,0
2020-04-11,ID,1,43,627,1
2020-04-11,IL,81,1293,3329,0
2020-04-11,IN,30,528,3647,0
2020-04-11,KS,5,102,827,19
2020-04-11,KY,0,0,0,0
2020-04-11,LA,51,761,3874,0
2020-04-11,MA,114,1888,4551,72
2020-04-11,MD,43,726,2064,296
2020-04-11,ME,2,30,0,3
2020-04-11,MI,164,808,2644,0
2020-04-11,MN,7,74,1552,23
2020-04-11,MO,13,225,2207,0
2020-04-11,MP,0,0,0,0
2020-04-11,MS,11,173,0,46
2020-04-11,MT,0,12,272,5
2020-04-11,NC,6,404,2344,0
2020-04-11,ND,1,15,457,0
2020-04-11,NE,2,65,566,0
2020-04-11,NH,1,66,469,10
2020-04-11,NJ,323,3563,3107,0
2020-04-11,NM,0,0,0,0
2020-04-11,NV,5,116,722,0
2020-04-11,NY,783,9946,13149,2529
2020-04-11,OH,16,372,1526,104
2020-04-11,OK,6,74,420,18
2020-04-11,OR,4,50,1547,12
2020-04-11,PA,78,1676,5458,0
2020-04-11,PR,3,63,462,0
2020-04-11,RI,7,280,1727,0
2020-04-11,SC,8,142,1768,0
2020-04-11,SD,0,90,267,4
2020-04-11,TN,3,252,3777,20
2020-04-11,TX,28,890,3925,0
2020-04-11,UT,1,104,1680,7
2020-04-11,VA,9,568,1972,-772
2020-04-11,VI,0,1,26,0
2020-04-11,VT,1,20,561,0
2020-04-11,WA,18,155,2032,0
2020-04-11,WI,9,157,1455,46
2020-04-11,WV,0,23,874,0
2020-04-11,WY,0,3,462,0
2020-04-10,AK,0,11,198,1
2020-04-10,AL,6,199,0,35
2020-04-10,AR,2,52,2117,0
2020-04-10,AS,0,0,0,0
2020-04-10,AZ,8,94,462,45
2020-04-10,CA,49,1163,200,0
2020-04-10,CO,57,855,2599,150
2020-04-10,CT,68,754,2032,0
2020-04-10,DC,6,137,494,0
2020-04-10,DE,2,119,1732,0
2020-04-10,FL,36,1167,9114,219
2020-04-10,GA,37,917,4145,192
2020-04-10,GU,0,2,69,0
2020-04-10,HI,1,7,391,0
2020-04-10,IA,2,118,862,0
2020-04-10,ID,6,121,442,14
2020-04-10,IL,68,1465,5205,0
2020-04-10,IN,55,556,2351,0
2020-04-10,KS,8,60,579,11
2020-04-10,KY,17,347,2140,459
2020-04-10,LA,53,970,4391,0
2020-04-10,MA,107,2035,5418,133
2020-04-10,MD,34,783,2136,65
2020-04-10,ME,1,26,0,6
2020-04-10,MI,161,1076,3167,0
2020-04-10,MN,7,95,1664,24
2020-04-10,MO,19,260,1986,0
2020-04-10,MP,0,0,0,0
2020-04-10,MS,6,209,0,41
2020-04-10,MT,0,11,426,5
2020-04-10,NC,9,257,9579,0
2020-04-10,ND,1,9,609,2
2020-04-10,NE,1,68,603,0
2020-04-10,NH,3,31,376,6
2020-04-10,NJ,285,3561,2770,0
2020-04-10,NM,3,226,3065,0
2020-04-10,NV,10,128,850,0
2020-04-10,NY,777,10575,15761,2916
2020-04-10,OH,18,366,2222,143
2020-04-10,OK,8,110,1775,13
2020-04-10,OR,0,0,0,0
2020-04-10,PA,78,1751,5666,0
2020-04-10,PR,6,42,418,0
2020-04-10,RI,6,404,2374,0
2020-04-10,SC,5,273,543,255
2020-04-10,SD,0,89,411,2
2020-04-10,TN,4,228,2722,31
2020-04-10,TX,27,1441,8143,0
2020-04-10,UT,4,126,2263,15
2020-04-10,VA,12,467,1966,87
2020-04-10,VI,0,4,22,0
2020-04-10,VT,1,33,284,0
2020-04-10,WA,17,309,4172,0
2020-04-10,WI,17,222,1801,61
2020-04-10,WV,0,31,661,0
2020-04-10,WY,0,20,816,3
2020-04-09,AK,0,9,146,0
2020-04-09,AL,8,400,1305,19
2020-04-09,AR,3,119,302,0
2020-04-09,AS,0,0,0,0
2020-04-09,AZ,9,292,2322,44
2020-04-09,CA,50,1352,17884,0
2020-04-09,CO,14,226,879,83
2020-04-09,CT,103,2003,2463,0
2020-04-09,DC,5,83,358,0
2020-04-09,DE,2,279,1055,0
2020-04-09,FL,45,909,8506,206
2020-04-09,GA,17,665,1633,166
2020-04-09,GU,0,3,31,0
2020-04-09,HI,0,25,577,0
2020-04-09,IA,2,125,882,-193
2020-04-09,ID,3,22,611,20
2020-04-09,IL,66,1344,4447,0
2020-04-09,IN,42,408,856,0
2020-04-09,KS,4,60,532,40
2020-04-09,KY,8,197,0,0
2020-04-09,LA,50,1253,4260,0
2020-04-09,MA,110,2151,5297,183
2020-04-09,MD,30,656,2411,138
2020-04-09,ME,2,23,0,4
2020-04-09,MI,156,1032,3254,0
2020-04-09,MN,11,103,1728,22
2020-04-09,MO,19,212,4172,0
2020-04-09,MP,0,0,0,0
2020-04-09,MS,9,257,0,31
2020-04-09,MT,0,22,440,5
2020-04-09,NC,12,225,4597,0
2020-04-09,ND,1,18,420,0
2020-04-09,NE,2,48,674,0
2020-04-09,NH,0,0,374,0
2020-04-09,NJ,267,3590,3186,0
2020-04-09,NM,3,71,1491,0
2020-04-09,NV,9,138,1067,0
2020-04-09,NY,799,10621,15775,2870
2020-04-09,OH,20,364,2280,117
2020-04-09,OK,1,160,6774,25
2020-04-09,OR,11,82,981,2
2020-04-09,PA,29,1989,5075,0
2020-04-09,PR,9,63,437,0
2020-04-09,RI,8,279,1362,0
2020-04-09,SC,4,240,2493,0
2020-04-09,SD,0,54,345,1
2020-04-09,TN,15,272,2959,56
2020-04-09,TX,22,877,8999,0
2020-04-09,UT,0,130,2127,10
2020-04-09,VA,34,397,1984,70
2020-04-09,VI,0,1,9,0
2020-04-09,VT,0,49,217,-50
2020-04-09,WA,16,363,4128,0
2020-04-09,WI,12,164,1309,53
2020-04-09,WV,1,61,1257,0
2020-04-09,WY,0,17,77,1
2020-04-08,AK,1,13,142,4
2020-04-08,AL,10,250,3956,43
2020-04-08,AR,2,54,838,-18
2020-04-08,AS,0,0,0,0
2020-04-08,AZ,7,151,1038,53
2020-04-08,CA,68,1092,11943,0
2020-04-08,CO,29,257,962,85
2020-04-08,CT,0,0,0,0
2020-04-08,DC,5,229,231,0
2020-04-08,DE,4,0,0,0
2020-04-08,FL,13,708,4264,63
2020-04-08,GA,33,1083,3991,219
2020-04-08,GU,0,4,33,0
2020-04-08,HI,0,23,1584,16
2020-04-08,IA,1,97,1151,0
2020-04-08,ID,2,40,612,10
2020-04-08,IL,82,1529,4805,0
2020-04-08,IN,30,436,1669,0
2020-04-08,KS,11,146,523,0
2020-04-08,KY,6,141,1508,0
2020-04-08,LA,70,746,6005,0
2020-04-08,MA,100,1588,4579,288
2020-04-08,MD,31,1158,5677,104
2020-04-08,ME,2,18,0,2
2020-04-08,MI,151,1100,2832,0
2020-04-08,MN,5,102,1351,29
2020-04-08,MO,5,290,1851,0
2020-04-08,MP,0,3,12,0
2020-04-08,MS,8,88,0,33
2020-04-08,MT,0,13,400,3
2020-04-08,NC,7,205,1700,0
2020-04-08,ND,0,14,835,1
2020-04-08,NE,2,72,631,0
2020-04-08,NH,9,73,370,15
2020-04-08,NJ,338,3021,2421,0
2020-04-08,NM,1,108,312,0
2020-04-08,NV,10,231,1696,0
2020-04-08,NY,779,10453,14642,3050
2020-04-08,OH,26,366,2137,141
2020-04-08,OK,12,52,0,14
2020-04-08,OR,0,58,1499,0
2020-04-08,PA,69,1680,5580,0
2020-04-08,PR,1,47,300,0
2020-04-08,RI,5,273,1572,0
2020-04-08,SC,12,135,819,0
2020-04-08,SD,0,73,407,3
2020-04-08,TN,7,224,3520,41
2020-04-08,TX,23,1091,6518,0
2020-04-08,UT,0,108,1361,10
2020-04-08,VA,12,312,1688,52
2020-04-08,VI,0,2,20,0
2020-04-08,VT,0,23,356,5
2020-04-08,WA,14,345,4720,0
2020-04-08,WI,7,215,1603,45
2020-04-08,WV,0,50,436,0
2020-04-08,WY,0,87,54,0
2020-04-07,AK,0,22,8,0
2020-04-07,AL,6,151,0,31
2020-04-07,AR,0,71,722,11
2020-04-07,AS,0,0,0,0
2020-04-07,AZ,8,119,722,34
2020-04-07,CA,31,1529,12269,0
2020-04-07,CO,10,222,880,70
2020-04-07,CT,71,875,1475,0
2020-04-07,DC,-2,114,256,0
2020-04-07,DE,4,255,1307,0
2020-04-07,FL,60,1423,13465,317
2020-04-07,GA,100,1504,935,442
2020-04-07,GU,0,8,24,0
2020-04-07,HI,1,16,0,5
2020-04-07,IA,1,102,1017,14
2020-04-07,ID,3,69,182,6
2020-04-07,IL,73,1287,4503,0
2020-04-07,IN,34,563,2010,0
2020-04-07,KS,2,55,375,25
2020-04-07,KY,14,53,1135,0
2020-04-07,LA,70,1417,4072,0
2020-04-07,MA,67,1365,3550,164
2020-04-07,MD,22,326,1684,47
2020-04-07,ME,2,20,0,7
2020-04-07,MI,158,1179,3082,0
2020-04-07,MN,4,102,1448,19
2020-04-07,MO,14,315,1819,0
2020-04-07,MP,1,0,2,0
2020-04-07,MS,8,177,0,-98
2020-04-07,MT,0,20,175,4
2020-04-07,NC,13,351,5,0
2020-04-07,ND,1,12,478,1
2020-04-07,NE,2,38,433,0
2020-04-07,NH,0,46,318,11
2020-04-07,NJ,297,3326,2616,0
2020-04-07,NM,0,62,2627,0
2020-04-07,NV,12,134,876,0
2020-04-07,NY,731,8174,11073,2555
2020-04-07,OH,25,332,2128,140
2020-04-07,OK,16,145,10399,36
2020-04-07,OR,6,49,1157,66
2020-04-07,PA,78,1579,5845,-1145
2020-04-07,PR,2,60,534,0
2020-04-07,RI,3,261,1486,0
2020-04-07,SC,7,368,4336,0
2020-04-07,SD,2,32,216,0
2020-04-07,TN,7,336,5188,56
2020-04-07,TX,14,986,2306,0
2020-04-07,UT,0,63,1190,10
2020-04-07,VA,9,455,3669,66
2020-04-07,VI,0,0,0,0
2020-04-07,VT,0,33,484,0
2020-04-07,WA,22,413,5063,0
2020-04-07,WI,15,198,1938,77
2020-04-07,WV,0,67,2052,0
2020-04-07,WY,0,6,70,10
2020-04-06,AK,0,6,593,3
2020-04-06,AL,5,172,1515,9
2020-04-06,AR,0,45,1558,7
2020-04-06,AS,0,0,0,0
2020-04-06,AZ,1,187,4937,59
2020-04-06,CA,24,898,0,0
2020-04-06,CO,14,385,1488,49
2020-04-06,CT,17,1231,2185,0
2020-04-06,DC,2,99,520,0
2020-04-06,DE,5,0,0,0
2020-04-06,FL,18,1173,8697,110
2020-04-06,GA,18,667,2775,49
2020-04-06,GU,0,1,12,0
2020-04-06,HI,0,20,551,2
2020-04-06,IA,3,78,680,14
2020-04-06,ID,0,24,710,11
2020-04-06,IL,33,1006,2953,0
2020-04-06,IN,12,533,3006,0
2020-04-06,KS,3,98,763,15
2020-04-06,KY,5,38,2066,0
2020-04-06,LA,35,1857,6984,0
2020-04-06,MA,78,1337,3155,35
2020-04-06,MD,16,436,844,123
2020-04-06,ME,0,29,0,6
2020-04-06,MI,141,1327,3108,0
2020-04-06,MN,1,113,1065,21
2020-04-06,MO,5,355,2231,0
2020-04-06,MP,0,0,0,0
2020-04-06,MS,8,100,13052,0
2020-04-06,MT,0,13,174,0
2020-04-06,NC,2,285,396,0
2020-04-06,ND,0,18,408,1
2020-04-06,NE,0,46,820,0
2020-04-06,NH,0,48,290,6
2020-04-06,NJ,150,3585,3281,0
2020-04-06,NM,1,81,2227,0
2020-04-06,NV,3,117,681,0
2020-04-06,NY,599,8658,9873,2084
2020-04-06,OH,23,407,4215,110
2020-04-06,OK,5,75,21,10
2020-04-06,OR,0,64,1113,0
2020-04-06,PA,12,1470,4613,73
2020-04-06,PR,1,38,359,0
2020-04-06,RI,2,206,1577,0
2020-04-06,SC,0,0,0,0
2020-04-06,SD,2,48,379,1
2020-04-06,TN,21,169,1881,24
2020-04-06,TX,13,464,13955,0
2020-04-06,UT,5,70,2432,14
2020-04-06,VA,3,241,609,66
2020-04-06,VI,0,1,16,0
2020-04-06,VT,1,32,331,0
2020-04-06,WA,21,394,4989,0
2020-04-06,WI,9,223,1405,44
2020-04-06,WV,1,21,1081,0
2020-04-06,WY,0,13,679,0
2020-04-05,AK,1,14,230,4
2020-04-05,AL,2,216,2009,19
2020-04-05,AR,2,87,785,24
2020-04-05,AS,0,0,0,0
2020-04-05,AZ,12,250,0,49
2020-04-05,CA,43,1412,1421,0
2020-04-05,CO,15,392,1437,52
2020-04-05,CT,24,399,842,0
2020-04-05,DC,1,96,300,0
2020-04-05,DE,2,80,447,0
2020-04-05,FL,27,1040,10297,110
2020-04-05,GA,10,487,1051,44
2020-04-05,GU,0,19,21,0
2020-04-05,HI,1,32,645,1
2020-04-05,IA,8,82,519,12
2020-04-05,ID,0,64,1327,4
2020-04-05,IL,31,899,4503,0
2020-04-05,IN,11,458,2394,0
2020-04-05,KS,1,49,596,11
2020-04-05,KY,3,86,1005,0
2020-04-05,LA,68,514,1313,0
2020-04-05,MA,66,765,2374,262
2020-04-05,MD,21,484,2243,115
2020-04-05,ME,0,14,0,3
2020-04-05,MI,120,877,2949,0
2020-04-05,MN,5,59,1403,22
2020-04-05,MO,10,76,2268,0
2020-04-05,MP,0,0,0,0
2020-04-05,MS,8,183,447,39
2020-04-05,MT,1,21,405,0
2020-04-05,NC,7,183,1089,0
2020-04-05,ND,0,21,559,1
2020-04-05,NE,2,42,500,0
2020-04-05,NH,2,81,446,6
2020-04-05,NJ,126,3381,3429,0
2020-04-05,NM,1,48,1148,0
2020-04-05,NV,6,94,574,0
2020-04-05,NY,594,8327,10332,2822
2020-04-05,OH,17,304,1581,98
2020-04-05,OK,4,93,39,14
2020-04-05,OR,1,69,3021,19
2020-04-05,PA,14,1493,6248,68
2020-04-05,PR,2,23,468,0
2020-04-05,RI,8,182,1070,0
2020-04-05,SC,4,132,530,0
2020-04-05,SD,0,28,341,3
2020-04-05,TN,1,312,3597,17
2020-04-05,TX,22,702,6485,0
2020-04-05,UT,0,177,2672,7
2020-04-05,VA,-1,230,1889,41
2020-04-05,VI,1,2,22,0
2020-04-05,VT,2,31,588,0
2020-04-05,WA,21,171,1925,0
2020-04-05,WI,12,167,1310,36
2020-04-05,WV,1,42,1110,0
2020-04-05,WY,0,10,95,0
2020-04-04,AK,2,14,10,1
2020-04-04,AL,8,148,1086,212
2020-04-04,AR,2,39,632,1
2020-04-04,AS,0,0,0,0
2020-04-04,AZ,11,250,2237,44
2020-04-04,CA,39,1325,77075,0
2020-04-04,CO,14,445,1215,113
2020-04-04,CT,34,362,1652,0
2020-04-04,DC,6,145,709,0
2020-04-04,DE,0,143,879,0
2020-04-04,FL,28,1526,8819,175
2020-04-04,GA,17,329,700,81
2020-04-04,GU,0,9,13,0
2020-04-04,HI,1,34,1753,3
2020-04-04,IA,3,87,700,15
2020-04-04,ID,1,122,803,6
2020-04-04,IL,33,1453,4080,0
2020-04-04,IN,14,516,1449,0
2020-04-04,KS,4,78,426,21
2020-04-04,KY,6,61,2707,0
2020-04-04,LA,39,2199,2654,0
2020-04-04,MA,39,1334,4506,404
2020-04-04,MD,17,367,1553,157
2020-04-04,ME,1,24,0,8
2020-04-04,MI,112,1002,4145,0
2020-04-04,MN,2,39,1624,24
2020-04-04,MO,5,178,3257,0
2020-04-04,MP,0,0,0,0
2020-04-04,MS,6,97,380,16
2020-04-04,MT,0,22,579,0
2020-04-04,NC,5,309,6866,0
2020-04-04,ND,0,13,396,1
2020-04-04,NE,0,42,571,0
2020-04-04,NH,2,61,390,7
2020-04-04,NJ,242,4229,3624,0
2020-04-04,NM,3,92,762,0
2020-04-04,NV,11,228,1403,0
2020-04-04,NY,630,10841,12260,3261
2020-04-04,OH,11,427,3069,111
2020-04-04,OK,4,171,47,27
2020-04-04,OR,4,100,0,35
2020-04-04,PA,34,1597,6318,152
2020-04-04,PR,3,74,556,0
2020-04-04,RI,3,137,620,0
2020-04-04,SC,9,363,10956,0
2020-04-04,SD,0,25,419,2
2020-04-04,TN,6,254,3298,18
2020-04-04,TX,15,780,7207,0
2020-04-04,UT,1,182,3613,11
2020-04-04,VA,6,395,2152,78
2020-04-04,VI,0,2,30,0
2020-04-04,VT,3,52,377,0
2020-04-04,WA,27,207,2492,0
2020-04-04,WI,19,213,1482,101
2020-04-04,WV,0,45,1274,-1
2020-04-04,WY,0,25,241,2
2020-04-03,AK,0,14,980,6
2020-04-03,AL,3,199,684,0
2020-04-03,AR,0,61,1115,5
2020-04-03,AS,0,0,0,0
2020-04-03,AZ,9,171,1793,51
2020-04-03,CA,34,1510,790,0
2020-04-03,CO,17,386,1380,90
2020-04-03,CT,19,1090,625,0
2020-04-03,DC,3,104,410,0
2020-04-03,DE,1,57,429,0
2020-04-03,FL,35,1575,12851,164
2020-04-03,GA,21,483,1825,102
2020-04-03,GU,1,2,17,0
2020-04-03,HI,1,27,0,0
2020-04-03,IA,0,85,700,18
2020-04-03,ID,0,222,441,7
2020-04-03,IL,53,1209,3183,0
2020-04-03,IN,24,398,1152,0
2020-04-03,KS,4,68,395,13
2020-04-03,KY,11,90,4814,0
2020-04-03,LA,60,1147,1412,0
2020-04-03,MA,36,1436,4918,153
2020-04-03,MD,20,427,2042,82
2020-04-03,ME,2,56,0,7
2020-04-03,MI,117,1203,3617,0
2020-04-03,MN,4,63,1283,18
2020-04-03,MO,0,279,1508,0
2020-04-03,MP,0,0,0,0
2020-04-03,MS,3,181,0,60
2020-04-03,MT,0,16,240,4
2020-04-03,NC,3,236,2683,0
2020-04-03,ND,0,14,804,1
2020-04-03,NE,1,33,509,0
2020-04-03,NH,1,64,497,15
2020-04-03,NJ,136,4305,4088,0
2020-04-03,NM,1,40,727,0
2020-04-03,NV,8,56,430,0
2020-04-03,NY,562,10482,11073,3424
2020-04-03,OH,10,410,3047,93
2020-04-03,OK,4,109,50,32
2020-04-03,OR,1,73,1276,16
2020-04-03,PA,12,1404,5997,122
2020-04-03,PR,3,62,445,0
2020-04-03,RI,2,101,717,0
2020-04-03,SC,0,0,0,0
2020-04-03,SD,0,22,376,0
2020-04-03,TN,5,222,3006,30
2020-04-03,TX,20,661,4424,0
2020-04-03,UT,0,172,2847,6
2020-04-03,VA,5,306,1110,7
2020-04-03,VI,0,5,5,0
2020-04-03,VT,0,70,481,0
2020-04-03,WA,28,415,4638,0
2020-04-03,WI,6,223,2060,26
2020-04-03,WV,0,20,854,0
2020-04-03,WY,0,12,265,2
2020-04-02,AK,0,10,409,0
2020-04-02,AL,6,156,806,0
2020-04-02,AR,2,59,526,10
2020-04-02,AS,0,0,0,0
2020-04-02,AZ,3,185,1466,34
2020-04-02,CA,32,1036,2037,0
2020-04-02,CO,11,376,1420,111
2020-04-02,CT,27,267,1433,0
2020-04-02,DC,1,67,1155,0
2020-04-02,DE,3,25,551,0
2020-04-02,FL,41,1055,9757,174
2020-04-02,GA,24,710,1921,104
2020-04-02,GU,0,5,36,0
2020-04-02,HI,0,50,1485,2
2020-04-02,IA,2,65,750,21
2020-04-02,ID,0,144,537,3
2020-04-02,IL,16,715,2557,0
2020-04-02,IN,13,474,1436,0
2020-04-02,KS,3,70,648,24
2020-04-02,KY,3,89,255,0
2020-04-02,LA,37,2726,2584,0
2020-04-02,MA,42,1228,3642,131
2020-04-02,MD,12,346,1657,60
2020-04-02,ME,0,32,0,5
2020-04-02,MI,125,1130,3492,0
2020-04-02,MN,1,83,1900,16
2020-04-02,MO,1,253,2003,0
2020-04-02,MP,1,2,13,0
2020-04-02,MS,4,104,1041,28
2020-04-02,MT,0,19,383,3
2020-04-02,NC,6,273,2163,0
2020-04-02,ND,0,20,470,5
2020-04-02,NE,1,36,503,0
2020-04-02,NH,0,0,93,2
2020-04-02,NJ,205,3335,3133,0
2020-04-02,NM,1,48,723,0
2020-04-02,NV,6,179,1069,0
2020-04-02,NY,432,8669,9416,2857
2020-04-02,OH,16,355,5024,123
2020-04-02,OK,4,160,17,38
2020-04-02,OR,3,90,2123,34
2020-04-02,PA,16,1211,5271,110
2020-04-02,PR,1,30,195,0
2020-04-02,RI,2,62,436,0
2020-04-02,SC,5,261,408,139
2020-04-02,SD,0,36,314,5
2020-04-02,TN,8,162,1997,63
2020-04-02,TX,12,672,2150,0
2020-04-02,UT,0,62,0,9
2020-04-02,VA,7,222,2023,0
2020-04-02,VI,0,3,23,0
2020-04-02,VT,1,31,222,0
2020-04-02,WA,28,397,4774,0
2020-04-02,WI,7,219,1498,63
2020-04-02,WV,1,26,892,0
2020-04-02,WY,0,20,221,1
2020-04-01,AK,0,14,876,2
2020-04-01,AL,13,96,399,0
2020-04-01,AR,2,61,1395,90
2020-04-01,AS,0,0,0,0
